194479,"Abdoulaye Diallo Sadio,\N
189181,Abdoulaye Diallo,1992-03-30 00:00:00
352887,Abdoulaye Doucoure,1993-01-01 00:00:00
40005,Abdoulaye Faye,1978-02-26 00:00:00
409003,Abdoulaye Keita,1994-01-05 00:00:00
37280,Abdoulaye Meite,1980-10-06 00:00:00
439366,Abdoulaye Toure,1994-03-03 00:00:00
148827,Abdoulwahid Sissoko,1990-03-20 00:00:00
173011,Abdourahman Dampha,1991-12-27 00:00:00
419681,Abdul Aziz Tetteh,1989-02-10 00:00:00
196947,Abdul Majeed Waris,1991-09-19 00:00:00
89405,Abdul Osman,1987-02-27 00:00:00
324910,Abdul Rahman Baba,1994-07-02 00:00:00
67952,Abdul-Yakinu Iddi,1986-05-25 00:00:00
31012,Abdulkader Keita,1981-08-06 00:00:00
176301,Abdulla Fatadi,1985-11-02 00:00:00
307227,Abdullah Al Hafith,1992-12-25 00:00:00
176302,Abdullah Omar,1987-01-01 00:00:00
525595,Abdullahi Shehu,1993-03-12 00:00:00
24385,Abel Aguilar,1985-01-06 00:00:00
29904,Abel Gomez,1982-02-20 00:00:00
105548,Abel Hernandez,1990-08-08 00:00:00
172875,Abel Issa Camara,1990-01-06 00:00:00
302985,Abel Khaled,1992-11-09 00:00:00
240556,Abel Tamata,1990-12-05 00:00:00
40938,Abel,1978-12-22 00:00:00
37422,Abella Perez Damia,1982-04-15 00:00:00
114503,Abiola Dauda,1988-02-03 00:00:00
27277,Abou Diaby,1986-05-11 00:00:00
181344,Aboubacar Tandia,1983-10-05 00:00:00
581141,Aboubakar Kamara,1995-03-07 00:00:00
80592,Aboubakar Oumarou,1987-04-01 00:00:00
165706,Abraham Gonzalez,1985-07-16 00:00:00
210453,Abraham Guie Gneki,1986-07-25 00:00:00
208635,Abraham Kudemor,1985-02-25 00:00:00
213695,Abraham Minero,1986-02-22 00:00:00
33715,Abraham Paz Cruz,1979-03-14 00:00:00
41489,Achille Coser,1982-07-14 00:00:00
25571,Achille Emana,1982-06-05 00:00:00
660145,Achille Vaarnold,1996-01-26 00:00:00
45960,Achmed Ahahaoui,1983-12-06 00:00:00
293235,Achraf Lazaar,1992-09-22 00:00:00
34487,Aco Stojkov,1983-04-29 00:00:00
26331,Adailton,1983-04-14 00:00:00
41749,Adailton,1977-01-24 00:00:00
495841,Adalberto Penaranda,1997-05-31 00:00:00
519835,Adam Armstrong,1997-02-10 00:00:00
68840,Adam Banas,1982-12-25 00:00:00
27534,Adam Bodzek,1985-09-07 00:00:00
157303,Adam Bogdan,1987-09-27 00:00:00
563198,Adam Brown,1995-06-09 00:00:00
557396,Adam Buksa,1996-07-12 00:00:00
365666,Adam Campbell,1995-01-01 00:00:00
180197,Adam Collin,1984-12-09 00:00:00
310346,Adam Cummins,1993-03-03 00:00:00
68962,Adam Danch,1987-12-15 00:00:00
429870,Adam Deja,1993-06-24 00:00:00
23133,Adam Drury,1978-08-29 00:00:00
420209,Adam Drury,1993-09-09 00:00:00
308280,Adam Duda,1991-04-29 00:00:00
361712,Adam Dzwigala,1995-09-25 00:00:00
38617,Adam Federici,1985-01-31 00:00:00
173993,Adam Fraczczak,1987-08-07 00:00:00
277313,Adam Gyurcso,1991-03-06 00:00:00
40568,Adam Hammill,1988-01-25 00:00:00
281079,Adam Henley,1994-06-14 00:00:00
89240,Adam Hlousek,1988-12-20 00:00:00
24159,Adam Johnson,1987-07-14 00:00:00
414208,Adam King,1995-10-11 00:00:00
43317,Adam Kokoszka,1986-10-06 00:00:00
37234,Adam Lallana,1988-05-10 00:00:00
24952,Adam Le Fondre,1986-12-02 00:00:00
209372,Adam Maher,1993-07-20 00:00:00
69518,Adam Marciniak,1988-09-28 00:00:00
478447,Adam Marusic,1992-10-17 00:00:00
500502,Adam Masina,1994-01-02 00:00:00
170593,Adam Matthews,1992-01-13 00:00:00
185336,Adam Matuschyk,1989-02-14 00:00:00
69249,Adam Mojta,1986-06-30 00:00:00
407308,Adam Morgan,1994-04-21 00:00:00
12245,Adam Nemec,1985-09-02 00:00:00
684978,Adam Ounas,1996-11-11 00:00:00
306507,Adam Pazio,1992-09-27 00:00:00
73078,Adam Pinter,1988-06-12 00:00:00
31916,Adam Rooney,1988-04-21 00:00:00
555649,Adam Ryczkowski,1997-04-30 00:00:00
158861,Adam Sarota,1988-12-28 00:00:00
160447,Adam Smith,1991-04-29 00:00:00
36774,Adam Szalai,1987-12-09 00:00:00
243068,Adam Taggart,1993-06-02 00:00:00
71359,Adam Vass,1988-09-09 00:00:00
495942,Adam Waszkiewicz,1993-12-06 00:00:00
287224,Adama Ba,1993-08-27 00:00:00
26136,Adama Coulibaly,1980-09-10 00:00:00
164360,Adama Francois,1989-11-30 00:00:00
357881,Adama Soumaoro,1992-06-18 00:00:00
181211,Adama Traore,1990-02-03 00:00:00
533212,Adama Traore,1995-06-28 00:00:00
103866,Adamo Coulibaly,1981-08-14 00:00:00
47394,Adel Taarabt,1989-05-24 00:00:00
155738,Adem Ljajic,1991-09-29 00:00:00
361710,Aderlan Santos,1989-04-09 00:00:00
568920,Aderlan,1990-08-18 00:00:00
45816,Adil Auassar,1986-10-06 00:00:00
37249,Adil Chihi,1988-02-21 00:00:00
40012,Adil Hermach,1986-06-27 00:00:00
77741,Adil Rami,1985-12-27 00:00:00
38612,Adil Ramzi,1977-07-14 00:00:00
164115,Adilson,1982-01-01 00:00:00
276701,Adis Jahovic,1987-03-18 00:00:00
131409,Adlene Guedioura,1985-11-12 00:00:00
116788,Admir Aganovic,1986-08-25 00:00:00
132844,Admir Mehmedi,1991-03-16 00:00:00
45815,Adnan Alisic,1984-02-10 00:00:00
39875,Adnan Custovic,1978-04-16 00:00:00
449241,Adnan Januzaj,1995-02-05 00:00:00
43049,Adnan Mravac,1982-04-10 00:00:00
261599,Adnane Tighadouini,1992-11-30 00:00:00
154950,Adrian Basta,1988-12-01 00:00:00
182107,Adrian Blad,1991-04-16 00:00:00
121643,Adrian Chomiuk,1988-06-23 00:00:00
102572,Adrian Colunga,1984-11-17 00:00:00
43348,Adrian Cristea,1983-11-30 00:00:00
113604,Adrian Daniel Calello,1987-05-14 00:00:00
482331,Adrian Embarba,1992-05-07 00:00:00
40501,Adrian Gonzalez,1988-05-25 00:00:00
178574,Adrian Gunino,1989-02-03 00:00:00
78537,Adrian Klepczynski,1981-04-01 00:00:00
45744,Adrian Lopez,1988-01-08 00:00:00
23358,Adrian Mariappa,1986-10-03 00:00:00
571685,Adrian Marin,1997-01-09 00:00:00
105526,Adrian Mrowiec,1983-12-01 00:00:00
39311,Adrian Mutu,1979-08-01 00:00:00
112976,Adrian Nikci,1989-11-10 00:00:00
116881,Adrian Paluchowski,1987-08-19 00:00:00
239253,Adrian Rakowski,1990-10-07 00:00:00
50345,Adrian Ramos,1986-01-22 00:00:00
323385,Adrian Ricardo Centurion,1993-01-19 00:00:00
42431,Adrian Ricchiuti,1978-06-30 00:00:00
183482,Adrian Sardinero Corpa,1990-10-13 00:00:00
168047,Adrian Stoian,1991-02-11 00:00:00
114790,Adrian Winter,1986-07-08 00:00:00
169756,Adrian,1987-01-31 00:00:00
167648,Adriano De Pierro,1991-01-11 00:00:00
280969,Adriano Facchini,1983-03-12 00:00:00
39190,Adriano Ferreira Pinto,1979-12-10 00:00:00
172172,Adriano Jose de Lara,1987-12-09 00:00:00
39199,Adriano Pereira da Silva,1982-04-03 00:00:00
38122,Adriano Russo,1987-06-06 00:00:00
121923,Adriano,1982-01-21 00:00:00
30690,Adriano,1982-02-17 00:00:00
33992,Adriano,1984-10-26 00:00:00
41109,Adriano,1980-01-29 00:00:00
171737,Adrien Goni,1988-08-25 00:00:00
447107,Adrien Hunou,1994-01-19 00:00:00
352879,Adrien Rabiot,1995-04-03 00:00:00
557353,Adrien Rawyler,1993-06-13 00:00:00
188413,Adrien Regattin,1991-08-22 00:00:00
40930,Adrien Silva,1989-03-15 00:00:00
317062,Adrien Thomasson,1993-12-10 00:00:00
242719,Adrien Trebel,1991-03-03 00:00:00
263276,Adryan,1994-08-10 00:00:00
35608,"Afonso Alves,\N
361711,Afonso,1993-01-06 00:00:00
213366,Afriyie Acquah,1992-01-05 00:00:00
441441,Ager Aketxe,1993-12-30 00:00:00
118883,Agim Ibraimi,1988-08-29 00:00:00
119305,Agon Mehmeti,1989-11-20 00:00:00
256728,Agustin Vuletich,1991-11-03 00:00:00
45872,Ahmed Ammi,1981-01-19 00:00:00
41399,Ahmed Apimah Barusso,1984-12-26 00:00:00
513810,Ahmed El Messaoudi,1995-08-03 00:00:00
111930,Ahmed El Mohamady,1987-09-09 00:00:00
561140,Ahmed Hamoudi,1990-07-21 00:00:00
403003,Ahmed Hassan Koka,1993-03-05 00:00:00
297556,Ahmed Hegazy,1991-01-25 00:00:00
41182,Ahmed Kantari,1985-06-28 00:00:00
120917,Ahmed Kashi,1988-11-18 00:00:00
232103,Ahmed Musa,1992-10-14 00:00:00
174597,Ahmed Saied Okka,1984-03-13 00:00:00
174600,Ahmed Samir Farag,1986-05-20 00:00:00
148953,Ahmed Soukouna,1990-01-13 00:00:00
441166,Ahmet Ozcan,1995-03-07 00:00:00
410141,Aidan Connolly,1995-08-15 00:00:00
582500,Aidan Nesbitt,1997-02-05 00:00:00
199829,Aiden Chippendale,1992-05-24 00:00:00
32448,Aiden McGeady,1986-04-04 00:00:00
34319,Aimo Stefano Diana,1978-01-02 00:00:00
213737,Airam Cabrera,1987-10-21 00:00:00
133535,Airton,1990-02-21 00:00:00
128843,Aislan,1988-01-11 00:00:00
715642,Aissa Laidouni,1996-12-13 00:00:00
210683,Aissa Mandi,1991-10-22 00:00:00
185301,Aitor Nunez,1987-10-02 00:00:00
33993,Aitor Ocio,1976-11-28 00:00:00
24160,Aiyegbeni Yakubu,1982-11-22 00:00:00
243127,Akaki Gogia,1992-01-18 00:00:00
20771,Akihiro Ienaga,1986-06-13 00:00:00
244128,Akoete Eninful,1992-07-21 00:00:00
23163,Akos Buzsaky,1982-05-07 00:00:00
31255,Akpo Sodje,1981-01-31 00:00:00
127255,Akwetey Mensah,1983-04-15 00:00:00
33451,Alaeddine Yahia,1981-09-26 00:00:00
26085,Alain Cantareil,1983-08-15 00:00:00
34268,Alain Nef,1982-02-06 00:00:00
182847,Alain Pierre Mendy,1989-11-17 00:00:00
36785,Alain Rochat,1983-02-01 00:00:00
67393,Alain Schultz,1983-02-17 00:00:00
34417,Alain Traore,1988-12-31 00:00:00
95220,Alain Wiss,1990-08-21 00:00:00
32693,Alan Combe,1974-04-03 00:00:00
32547,Alan Gow,1982-10-09 00:00:00
37085,Alan Haydock,1976-01-13 00:00:00
267728,Alan Henrique,1991-06-19 00:00:00
32870,Alan Hutton,1984-11-30 00:00:00
92935,Alan Kardec,1989-01-12 00:00:00
14100,Alan Mannus,1982-05-19 00:00:00
32845,Alan Martin,1989-01-01 00:00:00
23081,Alan Maybury,1978-08-08 00:00:00
24024,Alan O'Brien,1985-02-20 00:00:00
667963,Alan Schons,1993-05-24 00:00:00
30248,Alan Smith,1980-10-28 00:00:00
23881,Alan Tate,1982-09-02 00:00:00
312585,Alan Uryga,1994-02-19 00:00:00
25926,Alan,1979-09-19 00:00:00
441173,Alassane Diallo,1995-02-19 00:00:00
294859,Alassane Plea,1993-03-10 00:00:00
289250,Alassane Tambe,1992-01-26 00:00:00
160220,Alassane Toure,1989-02-09 00:00:00
121488,Alban Joinel,1979-09-14 00:00:00
698273,Alban Lafont,1999-01-23 00:00:00
94883,Alban Meha,1986-04-26 00:00:00
177689,Alban Pnishi,1990-10-20 00:00:00
37503,Albano Benjamin Bizzarri,1977-11-09 00:00:00
41173,Albert Baning,1985-03-19 00:00:00
35831,Albert Bunjaku,1983-11-29 00:00:00
45605,Albert Crusat,1982-05-13 00:00:00
37483,Albert Meyong Ze,1980-10-19 00:00:00
396912,Albert Rafetraniaina,1996-09-09 00:00:00
37920,Albert Riera,1982-04-15 00:00:00
484858,Albert Rusnak,1994-07-07 00:00:00
36066,Albert Streit,1980-03-28 00:00:00
27694,Alberto Aquilani,1984-07-07 00:00:00
107929,Alberto Botia,1989-01-27 00:00:00
299879,Alberto Brignoli,1991-08-19 00:00:00
41168,Alberto Bueno,1988-03-20 00:00:00
38395,Alberto Cifuentes,1979-05-29 00:00:00
47565,Alberto De la Bella,1985-12-02 00:00:00
39425,Alberto Fontana,1967-01-23 00:00:00
30143,"Alberto Frison,\N
102394,Alberto Garcia,1985-02-09 00:00:00
30881,Alberto Gilardino,1982-07-05 00:00:00
42460,Alberto Giuliatto,1983-09-17 00:00:00
575364,Alberto Grassi,1995-03-07 00:00:00
543020,Alberto Guitian,1990-07-29 00:00:00
37451,Alberto Lopo,1980-05-05 00:00:00
32763,"Alberto Luque,\N
39743,Alberto Maria Fontana,1974-12-02 00:00:00
314605,Alberto Moreno,1992-07-05 00:00:00
109121,Alberto Paloschi,1990-01-04 00:00:00
39302,Alberto Pelagotti,1989-03-09 00:00:00
231977,Alberto Perea,1990-12-19 00:00:00
74028,Alberto Pomini,1981-03-17 00:00:00
42121,Alberto Regazzoni,1983-05-04 00:00:00
2790,Alberto Rey,1974-02-15 00:00:00
30273,Alberto Rivera,1978-02-16 00:00:00
88521,Alberto Rodriguez,1984-03-31 00:00:00
38576,Alberto Zapater,1985-06-13 00:00:00
527104,Albian Ajeti,1997-02-26 00:00:00
26401,Albin Ebondo,1984-02-23 00:00:00
71768,Albin Ekdal,1989-07-28 00:00:00
493418,Albion Avdijaj,1994-01-12 00:00:00
281864,Aldair,1992-01-31 00:00:00
661509,Aldin Turkes,1996-04-22 00:00:00
93343,Aldo Angoula,1981-05-04 00:00:00
664961,Aldo Kalulu,1996-01-21 00:00:00
33759,Aldo Pedro Duscher,1979-03-22 00:00:00
39345,Aleandro Rosi,1987-05-17 00:00:00
467052,Alec Luyckx,1995-05-19 00:00:00
450292,Alef,1995-01-28 00:00:00
189192,Aleix Vidal,1989-08-21 00:00:00
38131,Alejandro Alfaro,1986-11-23 00:00:00
26120,Alejandro Alonso,1982-03-03 00:00:00
191906,Alejandro Arribas,1989-05-01 00:00:00
169217,Alejandro Bedoya,1987-04-29 00:00:00
151079,Alejandro Bergantinos,1985-06-07 00:00:00
45220,Alejandro Daro Gomez,1988-02-15 00:00:00
10348,Alejandro Dominguez,1981-06-10 00:00:00
97657,Alejandro Faurlin,1986-08-09 00:00:00
303484,Alejandro Galvez,1989-06-06 00:00:00
168569,Alejandro Gonzalez,1988-03-23 00:00:00
288406,Alejandro Grimaldo Garcia,1995-09-20 00:00:00
187150,Alejandro Martinuccio,1987-12-16 00:00:00
282470,Alejandro Pozuelo,1991-09-20 00:00:00
302911,Aleksandar Bjelica,1994-01-07 00:00:00
364496,Aleksandar Cavric,1994-05-18 00:00:00
522571,Aleksandar Damcevski,1992-11-21 00:00:00
167094,Aleksandar Ignjovski,1991-01-27 00:00:00
16351,Aleksandar Kolarov,1985-11-10 00:00:00
426005,Aleksandar Kovacevic,1992-01-09 00:00:00
37515,Aleksandar Lukovic,1982-10-23 00:00:00
155739,Aleksandar Miljkovic,1990-02-26 00:00:00
34067,Aleksandar Mitreski,1980-08-05 00:00:00
351860,Aleksandar Mitrovic,1994-09-16 00:00:00
280638,Aleksandar Pantic,1992-04-11 00:00:00
164519,Aleksandar Pesic,1992-05-21 00:00:00
124144,Aleksandar Prijovic,1990-04-21 00:00:00
26680,Aleksandar Rankovic,1978-08-31 00:00:00
278866,Aleksandar Stevanovic,1992-02-16 00:00:00
69018,Aleksandar Todorovski,1984-02-26 00:00:00
156534,Aleksandar Tonev,1990-02-03 00:00:00
208852,Aleksandar Trajkovski,1992-09-05 00:00:00
27476,Aleksandar Vasoski,1979-11-21 00:00:00
306158,Aleksander Jagiello,1995-02-02 00:00:00
68839,Aleksander Kwiek,1983-01-13 00:00:00
3441,Aleksander Radosavljevic,1979-04-25 00:00:00
22822,Aleksander Seliga,1980-02-01 00:00:00
26169,Aleksandr Hleb,1981-05-01 00:00:00
89828,Aleksandrs Fertovs,1987-06-16 00:00:00
31191,Aleksei Kangaskolkka,1988-10-29 00:00:00
395154,Alen Halilovic,1996-06-18 00:00:00
173913,Alen Melunovic,1990-01-26 00:00:00
191081,Alen Stevanovic,1991-01-07 00:00:00
39145,Alesandro Cordaro,1986-05-02 00:00:00
39763,Alessandro Agostini,1979-07-23 00:00:00
39470,Alessandro Bernardini,1987-01-21 00:00:00
39762,Alessandro Budel,1981-02-25 00:00:00
74452,Alessandro Carrozza,1982-02-01 00:00:00
197848,Alessandro Cerigioni,1992-09-30 00:00:00
41424,Alessandro Ciarrocchi,1988-01-03 00:00:00
154238,Alessandro Crescenzi,1991-09-25 00:00:00
561819,Alessandro Damen,1990-05-17 00:00:00
30727,Alessandro Del Piero,1974-11-09 00:00:00
41475,Alessandro Diamanti,1983-05-02 00:00:00
264842,Alessandro Florenzi,1991-03-11 00:00:00
42443,Alessandro Frara,1982-11-07 00:00:00
24504,Alessandro Gamberini,1981-08-27 00:00:00
41816,Alessandro Gazzi,1983-01-28 00:00:00
27606,Alessandro Grandoni,1977-07-22 00:00:00
182843,Alessandro Iacobucci,1991-06-03 00:00:00
7683,Alessandro Iandoli,1984-04-29 00:00:00
73047,Alessandro Lambrughi,1987-05-19 00:00:00
215725,Alessandro Longhi,1989-06-25 00:00:00
27679,Alessandro Lucarelli,1977-07-22 00:00:00
11747,Alessandro Mangiarrati,1978-09-15 00:00:00
41411,Alessandro Matri,1984-08-19 00:00:00
30723,Alessandro Nesta,1976-03-19 00:00:00
41729,Alessandro Parisi,1977-04-15 00:00:00
620524,Alessandro Piu,1996-07-30 00:00:00
39314,Alessandro Potenza,1984-03-08 00:00:00
167369,Alessandro Riedle,1991-08-14 00:00:00
31304,Alessandro Rosina,1984-01-31 00:00:00
461357,Alessandro Schoepf,1994-02-07 00:00:00
42652,Alessandro Sgrigna,1980-04-24 00:00:00
41269,Alessio Cerci,1987-07-23 00:00:00
282706,Alessio Cragno,1994-06-28 00:00:00
602306,Alessio Da Cruz,1997-01-18 00:00:00
39197,Alessio Manzoni,1987-04-10 00:00:00
362195,Alessio Romagnoli,1995-01-12 00:00:00
41762,Alessio Scarpi,1973-04-19 00:00:00
42482,Alessio Sestu,1983-09-29 00:00:00
24469,Alex Baptiste,1986-01-31 00:00:00
35480,Alex Bruce,1984-09-28 00:00:00
363343,Alex Bruno,1993-10-07 00:00:00
80566,Alex Bruno,1982-05-09 00:00:00
39204,Alex Calderoni,1976-05-31 00:00:00
306062,Alex Cooper,1991-11-04 00:00:00
213500,Alex Fernandez,1992-10-15 00:00:00
447488,Alex Ferrari,1994-07-01 00:00:00
265618,Alex Goncalves,1990-05-20 00:00:00
396888,Alex Harris,1994-08-31 00:00:00
430433,Alex Henshall,1994-02-15 00:00:00
604785,Alex Iwobi,1996-05-03 00:00:00
282274,Alex Kacaniklic,1991-08-13 00:00:00
470416,Alex Kakuba,1991-06-12 00:00:00
33913,Alex Keddie,1981-01-23 00:00:00
205034,Alex Lopez,1988-01-11 00:00:00
155122,Alex MacDonald,1990-04-14 00:00:00
39566,Alex Manninger,1977-06-04 00:00:00
264293,Alex Martinez,1990-08-12 00:00:00
119079,Alex McCarthy,1989-12-03 00:00:00
282689,Alex Menendez,1991-07-17 00:00:00
32924,Alex Neil,1981-06-09 00:00:00
196386,Alex Oxlade-Chamberlain,1993-08-15 00:00:00
49709,Alex Pearce,1988-11-09 00:00:00
213493,Alex Perez,1991-08-11 00:00:00
41136,Alex Pinardi,1980-09-05 00:00:00
408994,Alex Portillo,1992-11-06 00:00:00
157865,Alex Sandro,1991-01-26 00:00:00
262753,Alex Schalk,1992-08-07 00:00:00
34650,Alex Silva,1985-03-10 00:00:00
478988,Alex Soares,1991-03-01 00:00:00
23678,Alex Song,1987-09-09 00:00:00
428672,Alex Telles,1992-12-15 00:00:00
41975,Alex Valentini,1988-04-05 00:00:00
41766,Alex Von Schwedler,1980-02-17 00:00:00
150396,Alex,1989-01-29 00:00:00
163838,Alex,1991-08-27 00:00:00
26564,Alex,1982-06-17 00:00:00
186923,Alexander Bannink,1990-02-20 00:00:00
27306,Alexander Baumjohann,1987-01-23 00:00:00
118434,Alexander Buettner,1989-02-11 00:00:00
27535,Alexander Bugera,1978-08-08 00:00:00
317565,Alexander Corryn,1994-01-03 00:00:00
422127,Alexander Cristovao,1993-03-14 00:00:00
407765,Alexander Djiku,1994-08-09 00:00:00
128106,Alexander Dragovic,1991-03-06 00:00:00
147735,Alexander Esswein,1990-03-25 00:00:00
31672,Alexander Farnerud,1984-05-01 00:00:00
438780,Alexander Fransson,1994-04-02 00:00:00
34102,Alexander Frei,1979-07-15 00:00:00
71764,Alexander Gerndt,1986-07-14 00:00:00
190525,Alexander Gonzalez,1992-09-13 00:00:00
459000,Alexander Hack,1993-09-08 00:00:00
38206,Alexander Iashvili,1977-10-23 00:00:00
27297,Alexander Laas,1984-05-05 00:00:00
34420,Alexander Madlung,1982-07-11 00:00:00
40295,Alexander Mathisen,1986-11-24 00:00:00
27478,Alexander Meier,1983-01-17 00:00:00
192504,Alexander Merkel,1992-02-22 00:00:00
169569,Alexander Milosevic,1992-01-30 00:00:00
181333,Alexander Ring,1991-04-09 00:00:00
203755,Alexander Scholz,1992-10-24 00:00:00
248437,Alexander Schwolow,1992-06-02 00:00:00
440330,Alexander Soerloth,1995-12-05 00:00:00
71524,Alexander Stephan,1986-09-15 00:00:00
40100,Alexander Tettey,1986-04-04 00:00:00
3517,Alexandr Kerzhakov,1982-11-27 00:00:00
25824,Alexandre Alphonse,1982-06-17 00:00:00
750584,Alexandre Azevedo,1997-01-28 00:00:00
155075,Alexandre Barthe,1986-03-05 00:00:00
24122,Alexandre Bonnet,1986-10-17 00:00:00
265727,Alexandre Coeff,1992-02-20 00:00:00
93996,Alexandre Cuvillier,1986-06-17 00:00:00
39749,Alexandre D'Acol,1986-07-18 00:00:00
21657,Alexandre Di Gregorio,1980-02-12 00:00:00
33840,Alexandre Geijo,1982-09-05 00:00:00
3140,Alexandre Hauw,1982-01-22 00:00:00
169193,Alexandre Lacazette,1991-05-28 00:00:00
210387,Alexandre Letellier,1990-12-11 00:00:00
26213,Alexandre Licata,1984-01-02 00:00:00
560900,Alexandre Mendy,1994-03-20 00:00:00
114021,Alexandre Pasche,1991-05-31 00:00:00
46554,Alexandre Pato,1989-09-02 00:00:00
34055,Alexandre Quennoz,1978-09-21 00:00:00
46342,Alexandre Raineau,1986-06-21 00:00:00
571296,Alexandre Silva,1997-03-16 00:00:00
42321,Alexandros Tziolis,1985-02-13 00:00:00
42306,Alexandros Tzorvas,1982-08-12 00:00:00
298923,Alexandru Maxim,1990-07-08 00:00:00
41941,Alexei Jr Eremenko,1983-03-24 00:00:00
277443,Alexi Peuget,1990-12-18 00:00:00
687572,Alexis Alegue Elandi,1996-12-23 00:00:00
605848,Alexis Blin,1996-09-16 00:00:00
571681,Alexis De Sart,1996-11-12 00:00:00
50657,Alexis Norambuena Ruz,1984-03-31 00:00:00
281019,Alexis Rolin,1989-02-07 00:00:00
50047,Alexis Sanchez,1988-12-19 00:00:00
26275,Alexis Thebaux,1985-03-17 00:00:00
37479,Alexis,1985-08-04 00:00:00
303089,Alexy Bosetti,1993-04-23 00:00:00
641042,Alfonso Artabe,1988-08-18 00:00:00
27667,Alfonso De Lucia,1983-11-12 00:00:00
629594,Alfonso Pedraza,1996-04-09 00:00:00
280510,Alfonso Taira,1992-06-17 00:00:00
317156,Alfred Duncan,1993-03-10 00:00:00
129918,Alfred Finnbogason,1989-02-01 00:00:00
111801,Alfred N'Diaye,1990-03-06 00:00:00
239946,Alfredo Morales,1990-05-12 00:00:00
213649,Alfredo Ortuno,1991-01-21 00:00:00
46412,Alharbi El Jadeyaoui,1986-08-08 00:00:00
242889,Alhassan Wakaso,1992-01-07 00:00:00
256727,Alhassane Bangoura,1992-03-30 00:00:00
286117,Alhassane Keita,1992-04-16 00:00:00
41718,Alhassane Keita,1983-06-26 00:00:00
476771,Ali Adnan,1993-12-19 00:00:00
190741,Ali Ahamada,1991-08-19 00:00:00
25156,Ali Al-Habsi,1981-12-30 00:00:00
25535,Ali Boussaboun,1979-06-11 00:00:00
420224,Ali Ghazal,1992-02-01 00:00:00
211139,Ali M'Madi,1990-04-21 00:00:00
209371,Ali Messaoud,1991-04-13 00:00:00
512728,Ali Yasar,1995-03-08 00:00:00
261332,Alim Oezturk,1992-11-17 00:00:00
166577,Aliou Dia,1990-05-30 00:00:00
610533,Alioun Fall,1990-12-20 00:00:00
167285,Alireza Haghighi,1988-05-02 00:00:00
466890,Alireza Jahanbakhsh,1993-10-08 00:00:00
190493,Alistair Crawford,1991-07-30 00:00:00
169752,Aljaz Struna,1990-08-04 00:00:00
26503,Alje Schut,1981-02-18 00:00:00
32496,Allan McGregor,1982-01-31 00:00:00
213809,Allan Nyom,1988-05-10 00:00:00
24364,Allan Russell,1980-12-13 00:00:00
466482,Allan Saint-Maximin,1997-03-12 00:00:00
188652,Allan,1991-01-08 00:00:00
676625,Allan,1997-03-03 00:00:00
563216,Almamy Toure,1996-04-28 00:00:00
95681,Almeida Anderson do Oliveira,1980-12-14 00:00:00
128851,Almeida Borges Leandro,1985-03-31 00:00:00
25816,Almen Abdi,1986-10-21 00:00:00
174093,Almog Cohen,1988-09-01 00:00:00
634113,Alois Confais,1996-09-07 00:00:00
39978,Alou Diarra,1981-07-15 00:00:00
17276,Aloys Nong,1983-10-16 00:00:00
254455,Alpaslan Ozturk,1993-07-16 00:00:00
